H52,"Abiyshay (ab-ee-shah'ee) (or (shorter) Abshay {ab-shah'ee}) n/p.
1. father of a gift (i.e. probably generous)
2. Abishai, an Israelite
[from H1 and H7862]
KJV: Abishai. 
Root(s): H1, H7862 "
H53,"Abiyshalowm (ab-ee-shaw-lome') (or (shortened) bAbshalowm {ab-shaw- lome'}) n/p.
1. father of peace (i.e. friendly)
2. Abshalom, a son of David
3. (also, the fuller form) a later Israelite
[from H1 and H7965]
KJV: Abishalom, Absalom. 
Root(s): H1, H7965 "
H54,"Ebyathar (ab-yaw-thawr') n/p.
1. father of abundance (i.e. liberal)
2. Ebjathar, an Israelite
[contracted from H1 and H3498]
KJV: Abiathar. 
Root(s): H1, H3498 "
H55,"abak (aw-bak') v.
1. probably to coil upward
[a primitive root]
KJV: mount up. "
H56,"abal (aw-bal') v.
1. to bewail
[a primitive root]
KJV: lament, mourn. "
H57,"abel (aw-bale') adj.
1. lamenting
[from H56]
KJV: mourn(-er, -ing). 
Root(s): H56 "
H58,"abel (aw-bale') n-f.
1. a meadow
[from an unused root (meaning to be grassy)]
KJV: plain. 
Compare: also, the, proper, names, beginning, with, Abel- "
H59,"Abel (aw-bale') n/l.
1. a meadow
2. Abel, the name of two places in Israel
[from H58]
KJV: Abel. 
Root(s): H58 "
H60,"ebel (ay'-bel) n-m.
1. lamentation
[from H56]
KJV: mourning. 
Root(s): H56 "
H61,"abal (ab-awl') adv.
1. nay, i.e. truly or yet
[apparently from H56 through the idea of negation]
KJV: but, indeed, nevertheless, verily. 
Root(s): H56 "
H62,"Abel Beyth-Ma`akah (aw-bale' bayth ma-a-kaw') n/l.
1. meadow of Beth-Maakah
2. Abel of Beth-maakah, a place in Israel
[from H58 and H1004 and H4601]
KJV: Abel-beth-maachah, Abel of Beth-maachah, 
Root(s): H58, H1004, H4601 "
H63,"Abel hash-Shittiym (aw-bale' hash-shit-teem') n/l.
1. meadow of the acacias
2. Abel hash- Shittim, a place in Israel
[from H58 and the plural of H7848, with the article inserted]
KJV: Abel-shittim. 
Root(s): H58, H7848 "
H64,"Abel Kramiym (aw-bale' ker-aw-meem') n/l.
1. meadow of vineyards
2. Abel-Keramim, a place in Israel
[from H58 and the plural of H3754]
KJV: plain of the vineyards. 
Root(s): H58, H3754 "
H65,"Abel Mchowlah (aw-bale' mekh-o-law') n/l.
1. meadow of dancing
2. Abel-Mecholah, a place in Israel
[from H58 and H4246]
KJV: Abel-meholah. 
Root(s): H58, H4246 "
H66,"Abel Mayim (aw-bale' mah'-yim) n/l.
1. meadow of water
2. Abel-Majim, a place in Israel
[from H58 and H4325]
KJV: Abel-maim. 
Root(s): H58, H4325 "
H67,"Abel Mitsrayim (aw-bale' mits-rah'-yim) n/l.
1. meadow of Egypt
2. Abel-Mitsrajim, a place in Israel
[from H58 and H4714]
KJV: Abel-mizraim. 
Root(s): H58, H4714 "
H68,"eben (eh'-ben) n-f.
1. a stone
[from the root of H1129 through the meaning to build]
KJV: + carbuncle, + mason, + plummet, (chalk-, hail-, head-, sling-)stone(-ny), (divers) weight(-s). 
Root(s): H1129 "
H69,"eben (eh'-ben) n-f.
1. stone
[(Aramaic) corresponding to H68]
 Root(s): H68 "
H70,"oben (o'ben) n-m.
1. a pair of stones (only dual)
2. a potter's wheel or a midwife's stool (consisting alike of two horizontal disks with a support between)
[from the same as H68]
KJV: wheel, stool. 
Root(s): H68 "
H71,"Abanah (ab-aw-naw') n/l.
1. stony
2. Abanah, a river near Damascus
[perhaps feminine of H68]
KJV: Abana. 
Root(s): H68 
Compare: H549 "
H72,"Eben ha-`ezer (eh'-ben haw-e'-zer) n/l.
1. stone of the help
2. Eben-ha-Ezer, a place in Israel
[from H68 and H5828 with the article inserted]
KJV: Ebenezer. 
Root(s): H68, H5828 "
H73,"abnet (ab-nate') n-m.
1. a belt
[of uncertain derivation]
KJV: girdle. "
H74,"Abner (ab-nare') (or (fully) nAbiyner {ab-ee-nare'}) n/p.
1. father of light (i.e. enlightening)
2. Abner, an Israelite
[from H1 and H5216]
KJV: Abner. 
Root(s): H1, H5216 "
H75,"abac (aw-bas') v.
1. to fodder
[a primitive root]
KJV: fatted, stalled. "
H76,"aba`bu`ah (ab-ah-boo-aw') n-f.
1. an inflammatory pustule (as eruption)
[(by reduplication) from an unused root (meaning to belch forth)]
KJV: blains. "
H77,"Ebets (eh'-bets) n/l.
1. conspicuous
2. Ebets, a place in Israel
[from an unused root probably meaning to gleam]
KJV: Abez. "
H78,"Ibtsan (ib-tsawn') n/p.
1. splendid
2. Ibtsan, an Israelite
[from the same as H76]
KJV: Ibzan. 
Root(s): H76 "
H79,"abaq (aw-bak') v.
1. to bedust, i.e. grapple
[a primitive root, probably to float away (as vapor), but used only as denominative from H80]
KJV: wrestle. 
Root(s): H80 "
H80,"abaq (aw-bawk') n-m.
1. light particles (as volatile)
[from root of H79]
KJV: (small) dust, powder. 
Root(s): H79 "
H81,"abaqah (ab-aw-kaw') n-f.
1. powder
[feminine of H80]
 Root(s): H80 "
H82,"abar (aw-bar') v.
1. to soar
[a primitive root]
KJV: fly. "
H83,"eber (ay-ber') n-m.
1. a pinion
[from H82]
KJV: (long-)wing(-ed). 
Root(s): H82 "
H84,"ebrah (eb-raw') n-f.
1. feather, wing
[feminine of H83]
 Root(s): H83 "
H85,"Abraham (ab-raw-hawm') n/p.
1. father of a multitude
2. Abraham, the later name of Abram
[contracted from H1 and an unused root (probably meaning to be populous)]
KJV: Abraham. 
Root(s): H1 "
H86,"abrek (ab-rake') inj.
1. bow the knee
[probably an Egyptian word meaning kneel]"
H87,"Abram (ab-rawm') n/p.
1. high father
2. Abram, the original name of Abraham
[contracted from H48]
KJV: Abram. 
Root(s): H48"
H88,"oboth (o-both') n/l.
1. water-skins
2. Oboth, a place in the Desert
[plural of H178]
KJV: Oboth. 
Root(s): H178 "
H89,"Age' (aw-gay') n/p.
1. Age, an Israelite
[of uncertain derivation]
KJV: Agee. 
Compare: H90 "
H90,"Agag (ag-ag') (or uAgag {Ag-awg'}) n/p.
1. flame
2. Agag, a title of Amalekitish kings
[of uncertain derivation]
KJV: Agag. 
Compare: H89 "
H91,"Agagiy (ag-aw-ghee') adj.
1. an Agagite or descendent (subject) of Agag
[patrial or patronymic from H90]
KJV: Agagite. 
Root(s): H90"
H92,"aguddah (ag-ood-daw') n-f.
1. a band, bundle, knot, or arch
[feminine passive participle of an unused root (meaning to bind)]
KJV: bunch, burden, troop. "
H93,"egowz (eg-oze') n-m.
1. a nut
[prob of Persian origin]
KJV: nut. "
H94,"Aguwr (aw-goor') n/p.
1. gathered (i.e. received among the sages)
2. Agur, a fanciful name for Solomon
[passive participle of H103]
KJV: Agur. 
Root(s): H103 "
H95,"agowrah (ag-o-raw') n-f.
1. (properly) something gathered, i.e. perhaps a grain or berry
2. used only of a small (silver) coin
[from the same as H94]
KJV: piece (of) silver. 
Root(s): H94 "
H96,"egel (eh'-ghel) n-m.
1. a reservoir
[from an unused root (meaning to flow down or together as drops)]
KJV: drop. "
H97,"Eglayim (eg-lah'-yim) n/l.
1. a double pond
2. Eglajim, a place in Moab
[dual of H96]
KJV: Eglaim. 
Root(s): H96 "
H98,"agam (ag-am') n-m.
1. a marsh
2. hence a rush (as growing in swamps)
3. hence a stockade of reeds
[from an unused root (meaning to collect as water)]
KJV: pond, pool, standing (water). "
H99,"agem (aw-game') adj.
1. figuratively, sad
[probably from the same as H98 (in the sense of stagnant water)]
KJV: pond. 
Root(s): H98 "
H100,"agmown (ag-mone') n-m.
1. a marshy pool (others from a different root, a kettle)
2. (by implication) a rush (as growing there)
3. (collectively) a rope of rushes
[from the same as H98]
KJV: bulrush, caldron, hook, rush. 
Root(s): H98 "
H101,"aggan (ag-gawn') n-m.
1. a bowl (as pounded out hollow)
[probably from H5059]
KJV: basin, cup, goblet. 
Root(s): H5059 "
H102,"aggaph (ag-gawf') n-m.
1. a cover or heap
2. i.e. (only plural) wings of an army, or crowds of troops
[probably from H5062 (through the idea of impending)]
KJV: bands. 
Root(s): H5062 "
H103,"agar (aw-gar') v.
1. to harvest
[a primitive root]
KJV: gather. "
H104,"iggra' (ig-er-aw') n-f.
1. an epistle (as carried by a state courier or postman)
[(Aramaic) of Persian origin]
KJV: letter. "
H105,"agartal (ag-ar-tawl') n-m.
1. a basin
[of uncertain derivation]
KJV: charger. "
H106,"egroph (eg-rofe') n-m.
1. the clenched hand
[from H1640 (in the sense of grasping)]
KJV: fist. 
Root(s): H1640 "
H107,"iggereth (ig-eh'-reth) n-f.
1. an epistle
[feminine of H104]
KJV: letter. 
Root(s): H104 "
H108,"ed (ade) n-m.
1. a fog
[from the same as H181 (in the sense of enveloping)]
KJV: mist, vapor. 
Root(s): H181 "
H109,"adab (aw-dab') v.
1. to languish
[a primitive root]
KJV: grieve."
H110,"Adb'el (ad-beh-ale') n/p.
1. disciplined of God
2. Adbeel, a son of Ishmael
[probably from H109 (in the sense of chastisement) and H410]
KJV: Adbeel. 
Root(s): H109, H410 "
H111,"Adad (ad-ad') n/p.
1. Adad (or Hadad), an Edomite
[probably an orthographical variation for H2301]
KJV: Hadad. 
Root(s): H2301 "
H112,"Iddow (id-do) n/p.
1. Iddo, an Israelite
[of uncertain derivation]
KJV: Iddo. "
H113,"adown (aw-done') (or (shortened) adon {aw-done'}) n-m.
1. sovereign, i.e. controller (human or divine)
[from an unused root (meaning to rule)]
KJV: lord, master, owner. 
Compare: also, names, beginning, with, ""Adoni-"" "
H114,"Addown (ad-done') adj.
1. powerful
2. Addon, apparently an Israelite
[probably intensive for H113]
KJV: Addon. 
Root(s): H113 "
H115,"Adowrayim (ad-o-rah'-yim) n/l.
1. double mound
2. Adorajim, a place in Israel
[dual from H142 (in the sense of eminence)]
KJV: Adoraim. 
Root(s): H142 "
H116,"edayin (ed-ah'-yin) adv.
1. then (of time)
[(Aramaic) of uncertain derivation]
KJV: now, that time, then. "
H117,"addiyr (ad-deer') adj.
1. wide
2. (generally) large
3. (figuratively) powerful
[from H142]
KJV: excellent, famous, gallant, glorious, goodly, lordly, mighty(- ier one), noble, principal, worthy. 
Root(s): H142 "
H118,"Adalya' (ad-al-yaw') n/p.
1. Adalja, a son of Haman
[of Persian derivation]
KJV: Adalia. "
H119,"adam (aw-dam') v.
1. be (dyed, made) red (ruddy)
[to show blood (in the face), i.e. flush or turn rosy]"
H120,"adam (aw-dawm') n-m.
1. ruddy i.e. a human being (an individual or the species, mankind, etc.)
[from H119]
KJV: X another, + hypocrite, + common sort, X low, man (mean, of low degree), person. 
Root(s): H119 "
H121,"Adam (aw-dawm') n/p.
1. Adam the name of the first man, also of a place in Israel
[the same as H120]
KJV: Adam. 
Root(s): H120 "
H122,"adom (aw-dome') adj.
1. rosy
[from H119]
KJV: red, ruddy. 
Root(s): H119 "
H123,"Edom (ed-ome') (or (fully) oEdowm {ed-ome'}) n/p.
1. red (see Gen. 25
2. Edom, the elder twin-brother of Jacob
3. hence the region (Idumaea) occupied by him
[from H122]
KJV: Edom, Edomites, Idumea. 
Root(s): H122 "
H124,"odem (o'-dem) n-f.
1. redness, i.e. the ruby, garnet, or some other red gem
[from H119]
KJV: sardius. 
Root(s): H119 "
H125,"adamdam (ad-am-dawm') adj.
1. reddish
[reduplicated from H119]
KJV: (somewhat) reddish. 
Root(s): H119 "
H126,"Admah (ad-maw') n/l.
1. earthy
2. Admah, a place near the Dead Sea
[contracted for H127]
KJV: Admah. 
Root(s): H127 "
H127,"adamah (ad-aw-maw') n-f.
1. soil (from its general redness)
[from H119]
KJV: country, earth, ground, husband(-man) (-ry), land. 
Root(s): H119 "
H128,"Adamah (ad-aw-maw') n/l.
1. Adamah, a place in Israel
[the same as H127]
KJV: Adamah. 
Root(s): H127 "
H129,"Adamiy (ad-aw-mee') n/l.
1. earthy
2. Adami, a place in Israel
[from H127]
KJV: Adami. 
Root(s): H127 "
H130,"Edomiy (ed-o-mee') (or (fully) aEdowmiy {ed-o-mee'}) adj.
1. an Edomite, or descendants from (or inhabitants of) Edom
[patronymic from H123]
KJV: Edomite. See H0726. 
Root(s): H123 
See also: H726 "
H131,"Adummiym (ad-oom-meem') n/l.
1. red spots
2. Adummim, a pass in Israel
[plural of H121]
KJV: Adummim. 
Root(s): H121 "
H132,"admoniy (ad-mo-nee') (or (fully) admowniy {ad-mo-nee'}) adj.
1. reddish (of the hair or the complexion)
[from H119]
KJV: red, ruddy. 
Root(s): H119 "
H133,"Admatha' (ad-maw-thaw') n/p.
1. Admatha
[probably of Persian derivation]"
H134,"eden (eh'-den) n-m.
1. a basis (of a building, a column, etc.)
[from the same as H113 (in the sense of strength)]
KJV: foundation, socket. 
Root(s): H113 "
H135,"Addan (ad-dawn') n/l.
1. firm
2. Addan, an Israelite
[intensive from the same as H134]
KJV: Addan. 
Root(s): H134 "
H136,"Adonay (ad-o-noy') n-m.
1. the Lord (used as a proper name of God only)
[am emphatic form of H113]
KJV: (my) Lord. 
Root(s): H113 "
H137,"Adoniy-Bezeq (ad-o''-nee-beh'-zek) n/p.
1. lord of Bezek
2. Adoni-Bezek
3. a Canaanitish king
[from H113 and H966]
KJV: Adoni-bezek. 
Root(s): H113, H966 "
H138,"Adoniyah (ad-o-nee-yaw') (original (prolonged) dAdoniyahuw {ad-o-nee- yaw'-hoo}) n/p.
1. lord (i.e. worshipper) of Jah
2. Adonijah, the name of three Israelites
[from H113 and H3050]
KJV: Adonijah. 
Root(s): H113, H3050 "
H139,"Adoniy-Tsedeq (ad-o''-nee-tseh'-dek) n/p.
1. lord of justice
2. Adoni-Tsedek, a Canaanitish king
[from H113 and H6664]
KJV: Adonizedec. 
Root(s): H113, H6664 "
H140,"Adoniyqam (ad-o-nee-kawm') n/p.
1. lord of rising (i.e. high)
2. Adonikam, the name of one or two Israelites
[from H113 and H6965]
KJV: Adonikam. 
Root(s): H113, H6965 "
H141,"Adoniyram (ad-o-nee-rawm') n/p.
1. lord of height
2. Adoniram, an Israelite
[from H113 and H7311]
KJV: Adoniram. 
Root(s): H113, H7311 "
H142,"adar (aw-dar') v.
1. to expand, i.e. be great
2. (figuratively) magnificent
[a primitive root]
KJV: (become) glorious, honourable. "
H143,"Adar (ad-awr') n/t.
1. perhaps meaning fire
2. Adar, the 12th Hebrew month
[probably of foreign derivation]
KJV: Adar. "
H144,"Adar (ad-awr') n/t.
1. Adar
[(Aramaic) corresponding to H143]
 Root(s): H143 "
H145,"eder (eh'-der) n-m.
1. amplitude
2. (concretely) a mantle
3. (figuratively) splendor
[from H142]
KJV: goodly, robe. 
Root(s): H142 "
H146,"Addar (ad-dawr') n/p.
1. ample
2. Addar, a place in Israel
3. (also) an Israelite
[intensive from H142]
KJV: Addar. 
Root(s): H142 "
H147,"iddar (id-dar') n-f.
1. ample, i.e. a threshing-floor
[(Aramaic) intensive, from a root corresponding to H142]
KJV: threshingfloor. 
Root(s): H142 "
H148,"adargazer (ad-ar''-gaw-zare') n-m.
1. a chief diviner, or astrologer
[(Aramaic) from the same as H147, and H1505]
KJV: judge. 
Root(s): H147, H1505 "
H149,"adrazda' (ad-raz-daw') adv.
1. quickly or carefully
[(Aramaic) probably of Persian origin]
KJV: diligently. "
H150,"adarkon (ad-ar-kone') n-m.
1. a daric or Persian coin
[of Persian origin]
KJV: dram. "
H151,"Adoram (ad-o-rawm') n/p.
1. Adoram (or Adoniram), an Israelite
[contracted for H141]
KJV: Adoram. 
Root(s): H141 "
H152,"Adrammelek (ad-ram-meh'-lek) n/p.
1. splendor of (the) king
2. Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib
[from H142 and H4428]
KJV: Adrammelech. 
Root(s): H142, H4428 "
H153,"edra` (ed-raw') n-f.
1. an arm
2. (figuratively) power
[(Aramaic) an orthographical variation for H1872]
KJV: force. 
Root(s): H1872 "
H154,"edre`iy (ed-reh'-ee) n/l.
1. mighty
2. Edrei, the name of two places in Israel
[from the equivalent of H153]
KJV: Edrei. 
Root(s): H153 "
H155,"addereth (ad-deh'-reth) n-f.
1. something ample (as a large vine, a wide dress)
2. (also) the same as H0145
[feminine of H117]
KJV: garment, glory, goodly, mantle, robe. 
Root(s): H117 
See also: H145 "
H156,"adash (aw-dash') v.
1. to tread out (grain)
[a primitive root]
KJV: thresh. "
H157,"ahab (aw-hab') (or raheb {aw-habe'}) v.
1. to have affection for (sexually or otherwise)
[a primitive root]
KJV: (be-)love(-d, -ly, -r), like, friend. "
H158,"ahab (ah'-hab) n-m.
1. affection (in a good or a bad sense)
[from H157]
KJV: love(-r). 
Root(s): H157 "
H159,"ohab (o'-hab) n-m.
1. meaning the same as H0158
[from H156]
KJV: love. 
Root(s): H156 
See also: H158 "
H160,"ahabah (a-hab-aw) n-f.
1. love
[feminine of H158 and meaning the same]
 Root(s): H158 "
H161,"Ohad (o'-had) n/p.
1. unity
2. Ohad, an Israelite
[from an unused root meaning to be united]
KJV: Ohad. "
H162,"ahahh (a-haw') inj.
1. Oh!
[apparently a primitive word expressing pain exclamatorily]
KJV: ah, alas. "
H163,"Ahava' (a-hav-aw') n/l.
1. Ahava, a river of Babylonia
[probably of foreign origin]
KJV: Ahava. "
H164,"Ehuwd (ay-hood') n/p.
1. united
2. Ehud, the name of two or three Israelites
[from the same as H161]
KJV: Ehud. 
Root(s): H161 "
H165,"ehiy (e-hee') adv.
1. where
[apparently an orthographical variation for H346]
KJV: I will be (Hos. 13 
Root(s): H346 
See also: H1961 "
H166,"ahal (aw-hal') v.
1. to be clear
[a primitive root]
KJV: shine. "
H167,"ahal (aw-hal') v.
1. to tent
[a denominative from H168]
KJV: pitch (remove) a tent. 
Root(s): H168 "
H168,"ohel (o'-hel) n-m.
1. a tent (as clearly conspicuous from a distance)
[from H166]
KJV: covering, (dwelling)(place), home, tabernacle, tent. 
Root(s): H166 "
H169,"Ohel (o'-hel) n/p.
1. Ohel, an Israelite
[the same as H168]
KJV: Ohel. 
Root(s): H168 "
H170,"Oholah (o-hol-aw') (in form a feminine of H168, but in fact for .Oholahh {o-hol-aw'}) n/p.
1. her tent (i.e. idolatrous sanctuary)
2. Oholah, a symbol. name for Samaria
[from H168]
KJV: Aholah. 
Root(s): H168, H168 "
H171,"Oholiy'ab (o''-hol-e-awb') n/p.
1. tent of (his) father
2. Oholiab, an Israelite
[from H168 and H1]
KJV: Aholiab. 
Root(s): H168, H1 "
H172,"Oholiybah (o''-hol-ee-baw') ((similarly with H170) for hOholiybahh {o''-hol-e-baw'}) n/p.
1. my tent (is) in her
2. Oholibah, a symbolic name for Judah
[from H168]
KJV: Aholibah. 
Root(s): H168 
See also: H170 "
H173,"Oholiybamah (o''-hol-ee-baw-maw') n/p.
1. tent of (the) height
2. Oholibamah, a wife of Esau
[from H168 and H1116]
KJV: Aholibamah. 
Root(s): H168, H1116 "
H174,"ahaliym (a-haw-leem') (or (feminine) ahalowth {a-haw-loth'} (only used thus in the plural)) n-m.
1. aloe wood (i.e. sticks)
[of foreign origin]
KJV: (tree of lign-) aloes. "
H175,"Aharown (a-har-one') n/p.
1. Aharon, the brother of Moses
[of uncertain derivation]
KJV: Aaron. "
